country_name,country_code,indicator_name,indicator_code,value,year
Bosnia and Herzegovina,BIH,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1733102602,2018
Poland,POL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.75619494927,2017
Romania,ROU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2816496985,2018
Croatia,HRV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0997294426,2017
Serbia,SRB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0645981148,2017
Mauritius,MUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.6097333564,2017
Bulgaria,BGR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1045941609,2016
Belarus,BLR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.5396199226,2017
Moldova,MDA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.9188234273,2016
Puerto Rico,PRI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,21.088314968,2018
Latvia,LVA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.4949715464,2016
Azerbaijan,AZE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.1363919893,2016
Cuba,CUB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.0462686372,2016
Caribbean small states,CSS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,31.5,2015
Uganda,UGA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,11.502046271,2017
United Arab Emirates,ARE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.70505476192,2016
United Arab Emirates,ARE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.4637824877,2017
Grenada,GRD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.4743027107,2015
Oman,OMN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.51436735173,2017
Portugal,PRT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.7386868888,2017
Croatia,HRV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.57742179724,2018
Pre-demographic dividend,PRE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,8.1,2015
Portugal,PRT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.63919175171,2016
Portugal,PRT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.78976680624,2018
Trinidad and Tobago,TTO,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,30.649506835,2015
United States,USA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.3907547711,2016
American Samoa,ASM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.3822278835,2016
"Bahamas, The",BHS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,31.958171469,2017
Jamaica,JAM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,43.852281528,2018
Panama,PAN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.3850224618,2018
Seychelles,SYC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,7.3698950316,2015
Bhutan,BTN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.7436487594,2017
"Hong Kong SAR, China",HKG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.65113634144,2018
High income,HIC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.2,2015
Finland,FIN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.251956863,2017
Mongolia,MNG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.1825479289,2018
Uzbekistan,UZB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6359756344,2015
France,FRA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1986365025,2018
Saudi Arabia,SAU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.4881292059,2015
Serbia,SRB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1715964026,2015
Grenada,GRD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.823096488,2017
Pacific island small states,PSS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.4,2015
Central African Republic,CAF,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,20.120400654,2016
Uruguay,URY,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,8.2638736326,2017
Germany,DEU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.83386916356,2015
Palau,PLW,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.0,2017
Kyrgyz Republic,KGZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.1890776131,2018
China,CHN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.65394419747,2015
Bermuda,BMU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,8.1428850908,2017
Georgia,GEO,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.97124685932,2016
OECD members,OED,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.5,2015
Canada,CAN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6931901668,2015
Ireland,IRL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.8716054599,2018
Italy,ITA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.77420220897,2015
Afghanistan,AFG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.6555611518,2018
United Kingdom,GBR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1930988388,2016
Australia,AUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.82571952813,2017
Bosnia and Herzegovina,BIH,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6621167436,2015
Central Europe and the Baltics,CEB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.3,2015
Rwanda,RWA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.5771686082,2015
Canada,CAN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.755921136,2018
Switzerland,CHE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.53217928481,2017
"Hong Kong SAR, China",HKG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.38655127375,2016
"Hong Kong SAR, China",HKG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.32848296303,2017
Armenia,ARM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.5636126292,2015
Slovenia,SVN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.4821124238,2016
Romania,ROU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.297448057,2017
Uruguay,URY,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,8.5873060859,2015
Iceland,ISL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.30101532469,2016
France,FRA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.5701316524,2015
Lebanon,LBN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.6073697685,2017
Slovak Republic,SVK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1369852689,2018
Palau,PLW,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,11.166322372,2018
South Asia (IDA & IBRD),TSA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.6,2015
Kazakhstan,KAZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.8543109183,2015
"Hong Kong SAR, China",HKG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.3061511897,2015
Greece,GRC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.81366587795,2017
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.4,2015
St. Vincent and the Grenadines,VCT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,36.540692629,2016
Euro area,EMU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0,2015
Latin America & Caribbean (excluding high income),LAC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,23.0,2015
Other small states,OSS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.2,2015
Belarus,BLR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3908727902,2018
Slovak Republic,SVK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.80947616957,2015
Bermuda,BMU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,12.960124936,2016
Czech Republic,CZE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.83007982915,2015
Saudi Arabia,SAU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2658157867,2017
New Zealand,NZL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.74435950948,2017
Mongolia,MNG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.1340078387,2017
Haiti,HTI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.013519654,2015
Eswatini,SWZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.412982476,2016
Germany,DEU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.9479766191,2018
Moldova,MDA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.4731741634,2017
World,WLD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.779750152,2018
Bosnia and Herzegovina,BIH,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2531575094,2017
United Kingdom,GBR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.98997650309,2015
Armenia,ARM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3770803273,2017
"Bahamas, The",BHS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,39.01656868,2015
Latvia,LVA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.151510663,2017
Finland,FIN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6296716121,2018
St. Lucia,LCA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,16.664074477,2016
Suriname,SUR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.433820449,2017
Singapore,SGP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.15631776484,2018
Burkina Faso,BFA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.64602993073,2015
Kosovo,XKX,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3989300898,2018
Middle East & North Africa (IDA & IBRD countries),TMN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.8,2015
Haiti,HTI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.67974266,2018
Burundi,BDI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.0545373656,2016
Cabo Verde,CPV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,7.0697805949,2017
Norway,NOR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.46155381708,2015
Monaco,MCO,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.0,2015
Benin,BEN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1274974068,2017
Cyprus,CYP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.292004131,2015
Albania,ALB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.2894924438,2018
Nicaragua,NIC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,8.4200594096,2015
Fragile and conflict affected situations,FCS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.8,2015
IBRD only,IBD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.6,2015
Spain,ESP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.65812850334,2017
Europe & Central Asia,ECS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.3,2015
Australia,AUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.9861067998,2015
Malta,MLT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.92259646323,2015
Latin America & Caribbean,LCN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,22.3,2015
Slovenia,SVN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.91504747411,2017
Liechtenstein,LIE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.6372698982,2018
"Macao SAR, China",MAC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.32124488819,2017
Ukraine,UKR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.1837305712,2017
Iceland,ISL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.89096913683,2018
Kosovo,XKX,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.0922805858,2016
Peru,PER,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,7.8736246702,2016
Chile,CHL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.2175509131,2017
Chile,CHL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.3609620523,2016
India,IND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.386857916,2015
India,IND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.0792324418,2018
Kenya,KEN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.722386046,2015
Brazil,BRA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,30.831362508,2017
Brazil,BRA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,28.59025632,2015
Jordan,JOR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.3711123992,2016
Mexico,MEX,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,29.071061625,2018
Mexico,MEX,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,19.91269533,2016
Sweden,SWE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0830726772,2018
Sweden,SWE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1469593953,2015
Sweden,SWE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1408500544,2017
Turkey,TUR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.846067371,2015
Turkey,TUR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.5904756723,2018
Bolivia,BOL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.2183744444,2016
Bolivia,BOL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.1731052799,2015
Ecuador,ECU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.8395077689,2016
Ecuador,ECU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.8006273457,2018
Ecuador,ECU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.4890116729,2015
Morocco,MAR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.138766486,2017
Morocco,MAR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.4155228849,2018
Morocco,MAR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.243378935,2015
Cameroon,CMR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.388093415,2017
Colombia,COL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,25.343802597,2018
Colombia,COL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,26.897770606,2015
Colombia,COL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,25.743617318,2016
Honduras,HND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,40.979885918,2017
Honduras,HND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,38.925591104,2018
Pakistan,PAK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.7566288595,2015
Pakistan,PAK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.8830827302,2018
Paraguay,PRY,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.8703458516,2016
Paraguay,PRY,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,7.1448399951,2018
Paraguay,PRY,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,7.8781917963,2017
Thailand,THA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.4737927802,2015
Argentina,ARG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.2097151606,2017
Argentina,ARG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.3244787387,2018
Argentina,ARG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.0333095226,2016
Guatemala,GTM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,27.256699434,2016
Indonesia,IDN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.43453458884,2017
Sri Lanka,LKA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3292492873,2015
Sri Lanka,LKA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.5212670061,2016
Bangladesh,BGD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3733287962,2018
Costa Rica,CRI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,11.489736076,2015
Costa Rica,CRI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,12.181928927,2017
El Salvador,SLV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,52.018926167,2018
El Salvador,SLV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,61.708257385,2017
El Salvador,SLV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,83.00639209,2016
El Salvador,SLV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,105.23118846,2015
Philippines,PHL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,8.3918939553,2017
Philippines,PHL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.4463785615,2015
Philippines,PHL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.9768296,2016
South Africa,ZAF,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,35.9,2017
South Africa,ZAF,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,33.8,2015
Dominican Republic,DOM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,15.541841889,2016
Dominican Republic,DOM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.04973395,2018
Dominican Republic,DOM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,11.566509666,2017
Uzbekistan,UZB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.4121350041,2016
New Zealand,NZL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0401932852,2015
Belgium,BEL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.0375744678,2015
Oman,OMN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.37494074179,2015
Palau,PLW,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,16.98273422,2015
Denmark,DNK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0083219593,2018
Middle East & North Africa (excluding high income),MNA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.7,2015
Post-demographic dividend,PST,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.3,2015
Ireland,IRL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.78793983547,2016
Oman,OMN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.26918034172,2018
Singapore,SGP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.1927105652,2017
Puerto Rico,PRI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,18.157557921,2015
Mauritius,MUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6641967873,2016
Palau,PLW,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.0,2016
Middle East & North Africa,MEA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.4,2015
Albania,ALB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.214131417,2015
Zambia,ZMB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.3717496349,2015
Bosnia and Herzegovina,BIH,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.3288985528,2016
Uganda,UGA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.524460278,2018
Nigeria,NGA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,34.524045903,2016
Ireland,IRL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.66631989373,2015
Belgium,BEL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.532444627,2016
Belize,BLZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,37.788570288,2017
Slovak Republic,SVK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0474088483,2016
Spain,ESP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.62107992821,2018
Afghanistan,AFG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.6784014409,2017
Mauritius,MUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6673852303,2015
Panama,PAN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,9.6669786723,2017
Albania,ALB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.0109778588,2017
Greenland,GRL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.318394554,2016
Middle income,MIC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.8,2015
Belize,BLZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,37.459385069,2016
Lithuania,LTU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.5693560421,2018
Ghana,GHA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.8851526918,2015
Armenia,ARM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.9630669037,2016
Sierra Leone,SLE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.7289678383,2015
Ghana,GHA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.9275367657,2016
Slovenia,SVN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.48126993661,2018
Bermuda,BMU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.4513007435,2015
United Arab Emirates,ARE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.64774558626,2015
Austria,AUT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.65162919875,2016
Late-demographic dividend,LTE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.8,2015
Burkina Faso,BFA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1208627962,2016
Jamaica,JAM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,56.387733973,2017
Dominica,DMA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,12.644889357,2015
Estonia,EST,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.5066330828,2016
Luxembourg,LUX,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.33788692276,2017
Japan,JPN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.28333652426,2016
China,CHN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.56227146084,2017
Finland,FIN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.4960424205,2015
West Bank and Gaza,PSE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.71620668292,2017
Mauritius,MUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.9198600992,2018
Belarus,BLR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,3.4536005587,2015
Czech Republic,CZE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.61211797717,2016
Small states,SST,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,13.0,2015
Afghanistan,AFG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.5511634561,2016
Least developed countries: UN classification,LDC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.2,2015
European Union,EUU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0,2015
Denmark,DNK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.9805044205,2016
Serbia,SRB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2268905787,2018
Bhutan,BTN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2216542284,2016
Eswatini,SWZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,11.55752804,2017
Nepal,NPL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.2997839964,2016
Malta,MLT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.0550995011,2017
Germany,DEU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1716216448,2016
Kyrgyz Republic,KGZ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.3955486756,2016
Cyprus,CYP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.59337874094,2017
Lithuania,LTU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.8665589767,2015
Belgium,BEL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6900542148,2017
North Macedonia,MKD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2023074685,2015
Denmark,DNK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.2386002979,2017
IDA & IBRD total,IBT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,5.9,2015
Netherlands,NLD,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.55355057053,2016
Mongolia,MNG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,7.1370612583,2015
Upper middle income,UMC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,6.7,2015
Switzerland,CHE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.58646802447,2018
Russian Federation,RUS,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,10.919951237,2016
Liechtenstein,LIE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.6451527576,2017
Singapore,SGP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.25035125175,2015
